Time (s),Voltage (V),Velocity (RPM)
4.695529172000533,1.9932203389830507,9.847
4.711630190999131,1.9932203389830507,9.618
4.727528008999798,1.9932203389830507,9.618
4.743649361998905,1.9932203389830507,9.847
4.7595117689998006,1.9932203389830507,9.847
4.775536135999573,1.9932203389830507,9.618
4.791495841998767,1.9932203389830507,9.618
4.807510051999998,1.9932203389830507,9.618
4.823508817000402,1.9932203389830507,9.618
4.8395122889996856,1.9932203389830507,9.618
4.855508651999116,1.9932203389830507,9.618
4.87151104700024,1.9932203389830507,9.618
4.887508317999163,1.9932203389830507,9.618
4.9035178659996745,1.9932203389830507,9.847
4.919514209999761,1.9932203389830507,9.847
4.935529004000273,1.9932203389830507,9.618
4.951514354999745,1.9932203389830507,9.389000000000001
4.967614453000351,1.9932203389830507,9.618
4.983521340998777,1.9932203389830507,9.618
4.999514384999202,1.9932203389830507,9.618
5.015513550999458,1.9932203389830507,9.389000000000001
5.031498578000537,1.9932203389830507,9.389000000000001
5.047512473000097,1.9932203389830507,9.389000000000001
5.063514067000142,1.9932203389830507,9.389000000000001
5.07951589699951,1.9932203389830507,9.389000000000001
5.095617200999186,1.9932203389830507,9.389000000000001
5.111608695000541,1.9932203389830507,9.389000000000001
5.127499815998817,1.9932203389830507,9.389000000000001
5.143496745000448,1.9932203389830507,9.389000000000001
5.159494638999604,1.9932203389830507,9.389000000000001
5.175609175999853,1.9932203389830507,9.16
5.191613377999602,1.9932203389830507,9.16
5.2074980769994,1.9932203389830507,9.389000000000001
5.223596558998906,1.9932203389830507,9.389000000000001
5.239498556000399,1.9932203389830507,9.618
5.25550370199926,1.9932203389830507,9.389000000000001
5.271499892000065,1.9932203389830507,9.16
5.287614498000039,1.9932203389830507,9.16
5.303628891999324,1.9932203389830507,9.389000000000001
5.319594463999238,1.9932203389830507,9.618
5.3354739869992045,1.9932203389830507,9.389000000000001
5.351484160999462,1.9932203389830507,9.16
5.367499682999551,1.9932203389830507,8.931000000000001
5.383501140999215,1.9932203389830507,9.16
5.399617662998935,1.9932203389830507,9.16
5.415484573999493,1.9932203389830507,8.931000000000001
5.431501728000512,1.9932203389830507,8.702
5.447609717999512,1.9932203389830507,8.702
5.463623200999791,1.9932203389830507,8.931000000000001
5.4796182890004275,1.9932203389830507,8.931000000000001
5.495604749999984,1.9932203389830507,8.931000000000001
5.511607485999775,1.9932203389830507,8.702
5.527507116999914,1.9932203389830507,8.473
5.543503991999387,1.9932203389830507,8.702
5.559503983000468,1.9932203389830507,8.702
5.575471076999747,1.9932203389830507,8.702
5.591590799000187,1.9932203389830507,8.473
5.607562989000144,1.9932203389830507,8.244
5.623540344000503,1.9932203389830507,8.244
5.639452770999924,1.9932203389830507,8.473
5.655543466999006,1.9932203389830507,8.473
5.6715607040005125,1.9932203389830507,8.473
5.687452697999106,1.9932203389830507,8.244
5.703452638999806,1.9932203389830507,8.244
5.719447477998983,1.9932203389830507,8.244
5.735580500999276,1.9932203389830507,8.473
5.7515698810002505,1.9932203389830507,8.702
5.767466467999839,1.9932203389830507,8.473
5.7834477279993735,1.9932203389830507,8.473
5.799459854999441,1.9932203389830507,8.473
5.815449698999146,1.9932203389830507,8.473
5.831450333998873,1.9932203389830507,8.473
5.847439388000566,1.9932203389830507,8.702
5.863527777999479,1.9932203389830507,8.473
5.879431444998772,1.9932203389830507,8.473
5.895446570999411,1.9932203389830507,8.473
5.91143905699937,1.9932203389830507,8.702
5.927419067000301,1.9932203389830507,8.931000000000001
5.9434326859991415,1.9932203389830507,8.931000000000001
5.959431441999186,1.9932203389830507,8.702
5.975431819999358,1.9932203389830507,8.702
5.991543698999521,1.9932203389830507,8.931000000000001
6.007434590999765,1.9932203389830507,9.16
6.0234431119988585,1.9932203389830507,9.16
6.039437006000298,1.9932203389830507,8.931000000000001
6.055436677999751,1.9932203389830507,8.702
6.071436277999965,1.9932203389830507,8.702
6.087442261999968,1.9932203389830507,8.931000000000001
6.103436082999906,1.9932203389830507,8.931000000000001
6.119581450999249,1.9932203389830507,8.702
6.135465045999808,1.9932203389830507,8.702
6.151563429999442,1.9932203389830507,8.931000000000001
6.1674400249994505,1.9932203389830507,9.16
6.18357654799911,1.9932203389830507,9.389000000000001
6.199463549999564,1.9932203389830507,9.16
6.215559244999895,1.9932203389830507,8.931000000000001
6.231446493999101,1.9932203389830507,8.931000000000001
6.247571431000324,1.9932203389830507,9.16
6.263445340000544,1.9932203389830507,9.16
6.279557767998995,1.9932203389830507,9.16
6.295447473999957,1.9932203389830507,8.702
6.31144994799979,1.9932203389830507,8.702
6.327445093998904,1.9932203389830507,8.702
6.343451098000514,1.9932203389830507,8.931000000000001
6.359445815000072,1.9932203389830507,9.16
6.375447761000032,1.9932203389830507,8.931000000000001
6.391534780999791,1.9932203389830507,8.702
6.407571215999269,1.9932203389830507,8.931000000000001
6.42344927799968,1.9932203389830507,8.931000000000001
6.439540393999778,1.9932203389830507,9.389000000000001
6.455430096999407,1.9932203389830507,9.389000000000001
6.4714293119996,1.9932203389830507,9.389000000000001
6.487431698998989,1.9932203389830507,9.389000000000001
6.503545661000317,1.9932203389830507,9.389000000000001
6.51948941000046,1.9932203389830507,9.389000000000001
6.5353487499996845,1.9932203389830507,9.389000000000001
6.5513469759989675,1.9932203389830507,9.16
6.567343509999773,1.9932203389830507,9.16
6.58334378499967,1.9932203389830507,9.389000000000001
6.599346371998763,1.9932203389830507,9.389000000000001
6.615339644000414,1.9932203389830507,9.389000000000001
6.631416774998797,1.9932203389830507,9.389000000000001
6.6474075940004695,1.9932203389830507,9.389000000000001
6.663416028999563,1.9932203389830507,9.389000000000001
6.679412076999142,1.9932203389830507,9.618
6.695406332999482,1.9932203389830507,9.847
6.711426730000312,1.9932203389830507,9.618
6.72738804599976,1.9932203389830507,9.618
6.743391009000334,1.9932203389830507,9.389000000000001
6.759492281000348,1.9932203389830507,9.389000000000001
6.775404709998838,1.9932203389830507,9.389000000000001
6.791388768999241,1.9932203389830507,9.389000000000001
6.807502853000187,1.9932203389830507,9.389000000000001
6.823394814999119,1.9932203389830507,9.389000000000001
6.839394501999777,1.9932203389830507,9.389000000000001
6.855486630000087,1.9932203389830507,9.389000000000001
6.871544133999123,1.9932203389830507,9.389000000000001
6.88750932199946,1.9932203389830507,9.16
6.903508592000435,1.9932203389830507,9.389000000000001
6.9193956649996835,1.9932203389830507,9.389000000000001
6.935395307000363,1.9932203389830507,9.389000000000001
6.951494601999002,1.9932203389830507,9.389000000000001
6.967490752000231,1.9932203389830507,8.931000000000001
6.983519016999708,1.9932203389830507,8.702
6.9994666109996615,1.9932203389830507,8.931000000000001
7.015381806999358,1.9932203389830507,8.931000000000001
7.031474237999646,1.9932203389830507,8.931000000000001
7.047484181999607,1.9932203389830507,8.931000000000001
7.063514540999677,1.9932203389830507,8.702
7.079478583000309,1.9932203389830507,8.702
7.095506544999807,1.9932203389830507,8.702
7.111476529998981,1.9932203389830507,8.931000000000001
7.127352364999751,1.9932203389830507,8.702
7.143529642999056,1.9932203389830507,8.702
7.159472232999178,1.9932203389830507,8.702
7.175385598999128,1.9932203389830507,8.702
7.191377396999087,1.9932203389830507,8.702
7.2073809020002955,1.9932203389830507,8.473
7.2233847369989235,1.9932203389830507,8.473
7.23947696399955,1.9932203389830507,8.473
7.255685521999112,1.9932203389830507,8.473
7.27137878800022,1.9932203389830507,8.702
7.287365300999227,1.9932203389830507,8.702
7.303460703999008,1.9932203389830507,8.702
7.319480524000028,1.9932203389830507,8.473
7.335516896999252,1.9932203389830507,8.702
7.351462471000559,1.9932203389830507,8.702
7.367458279999482,1.9932203389830507,8.931000000000001
7.3833613530005096,1.9932203389830507,8.931000000000001
7.399368516998948,1.9932203389830507,8.931000000000001
7.415363189000345,1.9932203389830507,8.702
7.431377558999884,1.9932203389830507,8.702
7.447369658999378,1.9932203389830507,8.931000000000001
7.463488597999458,1.9932203389830507,8.931000000000001
7.479364087999784,1.9932203389830507,8.931000000000001
7.495373597999787,1.9932203389830507,8.931000000000001
7.511481731000458,1.9932203389830507,8.931000000000001
7.52746540499902,1.9932203389830507,9.16
7.543477234999955,1.9932203389830507,9.16
7.55936508800005,1.9932203389830507,9.16
7.575368628000433,1.9932203389830507,8.931000000000001
7.591349665999587,1.9932203389830507,9.16
7.607343440000477,1.9932203389830507,9.16
7.623349407000205,1.9932203389830507,9.389000000000001
7.639348251999763,1.9932203389830507,9.16
7.655352104000485,1.9932203389830507,8.702
7.671463352000501,1.9932203389830507,8.702
7.687356120999539,1.9932203389830507,8.702
7.7033574510005565,1.9932203389830507,8.931000000000001
7.7194626279997465,1.9932203389830507,8.931000000000001
7.735470777999581,1.9932203389830507,8.473
7.751456302999941,1.9932203389830507,8.473
7.7673543019991484,1.9932203389830507,8.473
7.783463533000031,1.9932203389830507,8.702
7.799355985998773,1.9932203389830507,8.702
7.815355714999896,1.9932203389830507,8.473
7.831356258999222,1.9932203389830507,8.244
7.84734183799992,1.9932203389830507,8.473
7.863412328999402,1.9932203389830507,8.473
7.879517071000009,1.9932203389830507,8.473
7.895427446999747,1.9932203389830507,8.473
7.911542060999636,1.9932203389830507,8.244
7.927495915999316,1.9932203389830507,8.015
7.943494719000228,1.9932203389830507,8.015
7.959513050998794,1.9932203389830507,8.244
7.975492102999851,1.9932203389830507,8.702
